Simbolo,Codice Alimento,Nome Alimento ITA,Nome Alimento ENG,Nome Scientifico,Categoria Merceologica,parte edibile,"Energia, Ric con fibra (kcal)","Energia, Ric con fibra (kJ)",Proteine totali,Proteine animali,Proteine vegetali,Lipidi totali,Lipidi animali,Lipidi vegetali,Colesterolo,Carboidrati disponibili (MSE),Amido (MSE),Carboidrati solubili (MSE),Fibra alimentare totale,Alcol,Acqua,Ferro,Calcio,Sodio,Potassio,Fosforo,Zinco,Magnesio,Rame,Selenio,Cloro,Iodio,Manganese,Zolfo,"Vitamina B1, Tiamina","Vitamina B2, Riboflavina",Vitamina C,Niacina,Vitamina B6,Folati totali,Acido pantotenico,Biotina,Vitamina B12,Retinolo equivalenti (RE),Retinolo,ß-carotene equivalenti,Vitamina E (ATE),Vitamina D,Vitamina K,Acidi grassi saturi totali,"Somma degli acidi butirrico (C4:0), caproico (C6:0), caprilico (C8:0) e caprico (C10:0)",Acido laurico (C12:0),Acido miristico (C14:0),Acido palmitico (C16:0),Acido stearico (C18:0),Acido arachidico (C20:0),Acido beenico (C22:0),Acidi grassi monoinsaturi totali,Acido miristoleico (C14:1),Acido palmitoleico (C16:1ω-7),Acido oleico (C18:1ω-9cis),Acidi eicosenoico (C20:1ω-9),Acido erucico (C22:1ω-9),Acidi grassi polinsaturi totali,Acido linoleico (C18:2ω-6),Acido linolenico (C18:3ω-3),Acido arachidonico (C20:4ω-6),Acido eicosapentaenoico (EPA) (C20:5ω-3),Acido docosaesaenoico (DHA) (C22:6ω-3),Altri acidi grassi polinsaturi,Triptofano,Treonina,Isoleucina,Leucina,Lisina,Metionina,Cistina,Fenilalanina,Tirosina,Valina,Arginina,Istidina,Alanina,Acido aspartico,Acido glutammico,Glicina,Prolina,Serina,Glucosio,Fruttosio,Galattosio,Saccarosio (MSE),Maltosio (MSE),Lattosio (MSE)
3,405_2,"SPREMUTA DI ARANCIA, fresca","JUICE, ORANGE, fresh",,4010,100,33,141,"0,6",0,"0,6",-2,0,-2,0,"8,1",0,"8,1","0,1",0,"87,7","0,3",12,2,180,22,-2,12,-2,1,1,2,"0,1",5,"0,08","0,02",48,"0,2","0,07",28,"0,13",1,0,3,0,17,"0,17",0,"0,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,16,16,31,9,7,21,12,22,37,9,36,81,71,59,32,16,2,"2,2",0,4,0,0
3,414_2,"SUCCO DI LIMONE, fresco","JUICE, LEMON, fresh",,4010,100,6,26,"0,2",0,"0,2",0,0,0,0,"1,4",0,"1,4",0,0,"92,1","0,2",14,2,140,10,-2,7,"0,13",1,3,"0,6",-2,2,"0,02","0,02",43,"0,2","0,05",13,"0,1",0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,5,10,3,3,7,4,7,12,3,12,28,23,19,11,6,"0,4","0,8",0,"0,2",0,0
3,500029_2,SUCCO DI PERA,"JUICE, PEAR",,4010,100,59,250,"0,1",0,"0,1",-2,0,-2,0,"15,2",0,"15,2","0,6",0,84,"0,3",5,4,13,3,"0,07",3,"0,07",0,2,1,"0,03",5,-2,"0,01",1,"0,13","0,01",1,"0,02","0,2",0,-2,0,1,"0,05",0,"1,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,5,1,1,3,1,5,3,1,4,29,8,4,6,4,"3,5","10,8",0,1,0,0
3,53018_2,SUCCO DI PESCA,"JUICE, PEACH",,4010,100,52,223,"0,3",0,"0,3",-2,0,-2,0,"13,3",0,"13,3","0,6",0,"85,6","0,2",5,7,40,6,"0,08",4,"0,07","0,2",-2,3,"0,02",6,-2,"0,01",5,"0,29","0,01",1,"0,07","0,2",0,26,0,155,"0,29",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,5,11,11,3,3,7,8,15,6,6,15,35,54,6,10,13,"1,9","1,9",0,"9,1",0,0
3,53020_2,"SUCCO DI POMPELMO, zuccherato","JUICE, GRAPEFRUIT, sweetened",,4010,100,45,191,"0,6",0,"0,6","0,1",0,"0,1",0,11,0,11,"0,1",0,"87,4","0,4",8,2,162,11,"0,06",10,"0,05","0,1",4,"0,6","0,02",4,"0,04","0,02",27,"0,32","0,02",10,"0,13",1,0,1,0,3,"0,04",0,0,"0,01",0,0,0,"0,01",-2,-3,-3,"0,01",-3,-2,"0,01",0,0,"0,02","0,02",-2,0,0,0,0,4,8,17,17,31,8,7,22,12,23,38,8,37,84,73,61,34,17,"4,3","3,3",0,"3,3",0,0
3,53021_2,"SUCCO DI UVA, non zuccherato","JUICE, GRAPE, unsweetened",,4010,100,46,196,"0,3",0,"0,3","0,1",0,"0,1",0,"11,7",0,"11,7",0,0,"85,4","0,9",19,7,55,14,"0,1",7,-2,1,6,1,"0,1",6,-2,"0,01",-2,"0,1","0,04",1,"0,03",1,0,-2,0,-2,-2,0,"0,4","0,019",0,0,"0,001","0,016","0,002",0,0,"0,002",0,0,"0,002",0,0,"0,017","0,013","0,004",0,0,0,0,2,11,4,8,9,14,7,8,7,11,31,15,17,50,86,13,14,20,"5,5","6,2",0,-2,0,0
3,608532_2,"SUCCO DI MELAGRANA, fresco","JUICE, POMEGRANATE, fresh",,4010,56,44,189,"0,2",0,"0,2",-2,0,-2,0,"11,6",0,"11,6",-2,0,"85,4","0,2",3,1,200,8,"0,12",3,"0,07","0,5",53,"0,9","0,13",4,"0,02","0,03",8,"0,2","0,31",6,"0,57","1,1",0,6,0,33,"0,6",0,"16,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,10,10,1,1,5,1,9,4,4,9,55,19,7,4,8,"6,3","5,1",0,"0,2",0,0
3,608533_2,SUCCO DI LIMONE,"JUICE, LEMON",,4010,100,28,119,"0,4",0,"0,4","0,3",0,"0,3",0,"6,1",0,"6,1","0,4",0,"92,5","0,1",11,21,102,9,"0,06",8,"0,04","0,1",3,"0,6","0,02",2,"0,04","0,01",25,"0,2","0,04",10,"0,09",0,0,2,0,9,"0,15",0,0,"0,04",0,0,-2,"0,03",-2,-3,-3,"0,01",-3,-2,"0,01",0,0,"0,09","0,06","0,03",0,0,0,0,3,6,11,10,20,6,5,14,8,15,24,6,24,55,46,39,21,11,2,"3,4",0,"0,7",0,0
3,8026_2,"SUCCO DI ARANCIA, concentrato","JUICE, ORANGE, concentrated",,4010,100,184,786,"2,9",0,"2,9","0,5",0,"0,5",0,"44,9",0,"44,9",-2,0,"41,6","0,4",36,10,880,83,"0,2",46,"0,11",5,17,11,"0,1",27,"0,31","0,13",210,"1,3","0,25",90,"0,73",5,0,28,0,170,"0,68",0,"0,4","0,057",0,0,"0,002","0,052","0,002",0,0,"0,09",0,"0,012","0,079",0,0,"0,098","0,071","0,026",0,0,0,0,8,33,32,56,38,15,22,35,16,46,195,12,62,309,138,39,181,55,"11,7","12,3",0,"20,9",0,0
3,805913_2,"SUCCO DI ANANAS, non zuccherato","JUICE, PINEAPPLE, unsweetened",,4010,100,51,215,"0,4",0,"0,4","0,1",0,"0,1",0,"12,7",0,"12,7","0,2",0,"86,4","0,3",13,2,130,8,"0,11",12,"0,07","0,1",15,-2,"0,5",9,"0,06","0,02",10,"0,2","0,1",18,"0,06",-2,0,1,0,3,"0,02",0,"0,3","0,01",0,0,0,"0,01",-2,-3,-3,"0,01",-3,-2,"0,01",0,0,"0,04","0,02","0,02",0,0,0,0,4,14,14,18,19,9,10,16,14,18,14,7,24,90,59,18,13,26,"5,9","4,9",0,"1,9",0,0
3,805914_2,"SUCCO DI MELA, non zuccherato","JUICE, APPLE, unsweetened",,4010,100,38,164,"0,1",0,"0,1","0,1",0,"0,1",0,"9,9",0,"9,9",-2,0,88,"0,1",7,2,110,6,-2,5,-2,-2,3,-2,-2,5,"0,01","0,01",14,"0,1","0,02",4,"0,04","0,8",0,-2,0,-2,-2,0,0,"0,017",0,0,"0,001","0,014","0,002",0,0,"0,005",-3,0,"0,004",0,0,"0,03","0,025","0,005",0,0,0,0,0,2,2,5,5,0,0,3,0,4,2,2,4,27,10,3,2,4,"2,6","6,3",0,"1,1",0,0
3,805922_2,"SUCCO DI POMPELMO, non zuccherato","JUICE, GRAPEFRUIT, unsweetened",,4010,100,34,143,"0,4",0,"0,4","0,1",0,"0,1",0,"8,3",0,"8,3",-2,0,"89,4","0,2",14,7,100,11,-2,8,"0,01",1,4,"0,6","0,2",4,"0,04","0,01",31,"0,2","0,02",6,"0,08",1,0,-2,0,1,"0,19",0,0,"0,01",0,0,0,"0,01",-2,0,0,"0,01",0,-2,"0,01",0,0,"0,02","0,02","0,01",0,0,0,0,3,7,12,12,23,7,5,16,9,16,27,7,27,59,51,43,24,12,3,"3,3",0,2,0,0
3,805929_2,"SUCCO DI MANDARINO, non zuccherato","JUICE, TANGERINE, unsweetened",,4010,100,37,158,"0,6",0,"0,6",-2,0,-2,0,"8,9",0,"8,9","0,7",0,"89,5","0,3",11,5,133,10,"0,51",11,"0,03",-2,2,-2,"0,03",10,"0,08","0,03",34,"0,45","0,04",5,"0,13","0,45",0,32,0,193,"0,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,17,15,31,13,6,20,10,26,43,11,33,74,62,62,30,21,"1,5","1,7",0,"5,7",0,0
3,8803_2,"SUCCO DI UVA, non zuccherato, con acido ascorbico","JUICE, GRAPE, unsweetened, with ascorbic acid",,4010,100,66,282,"0,3",0,"0,3",-2,0,-2,0,"17,3",0,"17,3",0,0,"81,4","0,3",10,2,120,10,"0,1",7,-2,1,6,1,"0,1",6,"0,02","0,06",340,"0,1","0,04",1,"0,03",1,0,15,0,90,-2,0,"0,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,4,8,9,14,7,8,7,11,31,15,17,50,86,13,14,20,"8,1","9,2",0,-2,0,0
3,888007_2,"SUCCO DI MANDARINO, fresco","JUICE, TANGERINE, fresh",,4010,100,41,176,"0,5",0,"0,5","0,2",0,"0,2",0,"9,9",0,"9,9","0,2",0,"88,9","0,2",18,1,178,14,"0,03",8,"0,03","0,1",2,-2,"0,04",10,"0,06","0,02",31,"0,1","0,04",5,"0,13","0,45",0,25,0,152,"0,13",0,0,"0,02",0,0,-2,"0,02",-2,-3,-3,"0,04",-3,"0,01","0,03",0,0,"0,04","0,03","0,01",0,0,0,0,1,6,5,10,7,2,4,6,3,8,34,2,11,53,24,7,31,9,"1,7","1,9",0,"6,4",0,0
3,888028_2,BEVANDA DI COCCO,COCONUT BEVERAGE,,4010,100,240,990,"2,3",0,"2,3","23,8",0,"23,8",0,"3,3",0,"3,3","2,2",0,"67,6","1,6",16,15,263,100,"0,67",37,"0,27","6,2",92,1,"0,92",37,"0,03",0,3,"0,76","0,03",16,"0,18","2,2",0,0,0,0,"0,15",0,"0,1","21,14","3,13","10,58","4,18","2,02","1,23",-3,-3,"1,01",-3,0,"1,01",0,0,"0,26","0,26",0,0,0,0,0,27,83,90,170,101,43,45,116,71,139,376,53,117,224,524,108,95,118,-2,"0,1",0,"3,2",0,0
3,888029_2,"SUCCO DI FRUTTA, ACE","JUICE, ACE",,4010,100,43,184,"0,3",0,"0,3",-2,0,-2,0,"11,2",0,"10,4",0,0,"88,4","0,3",8,29,101,1,"0,01",7,"0,01",0,9,2,"0,1",5,-2,-2,29,"0,01","0,02",3,"0,13",1,0,71,0,427,"0,87",0,"0,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,3,2,4,3,1,2,3,1,3,15,1,5,24,11,3,14,4,"2,7","2,9",0,"4,8",0,0
3,900074_2,"SUCCO DI ARANCIA E POMPELMO, non zuccherato","JUICE, ORANGE AND GRAPEFRUIT, unsweetened",,4010,100,42,178,"0,6",0,"0,6","0,1",0,"0,1",0,"10,2",0,"10,2","0,1",0,"88,6","0,5",8,3,158,14,"0,07",10,"0,08","0,1",9,2,"0,02",5,"0,06","0,03",29,"0,34","0,02",14,"0,14",1,0,12,0,71,"0,14",0,"0,1","0,01",0,0,0,"0,01",0,-3,-3,"0,02",-3,-2,"0,02",0,0,"0,02","0,01","0,01",0,0,0,0,5,10,20,19,37,10,9,26,15,27,45,10,44,98,85,71,39,20,"2,6","2,9",0,"4,7",0,0
3,9004_2,"SUCCO DI ARANCIA, non zuccherato","JUICE, ORANGE, unsweetened",,4010,100,33,140,"0,5",0,"0,5",-2,0,-2,0,"8,2",0,"8,2",0,0,"89,3","0,2",15,10,150,17,-2,8,-2,1,9,2,"0,1",5,"0,05","0,03",44,"0,04","0,07",20,"0,13",1,0,38,0,228,-2,0,"0,1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,10,7,2,4,6,2,7,34,2,11,54,24,7,32,10,"2,1","2,3",0,"3,8",0,0
3,9078_2,"SUCCO DI FRUTTA, NS","JUICE, FRUIT NS",,4010,100,45,190,"0,3",0,"0,3",0,0,0,0,"11,4",0,"11,4","0,3",0,"86,9","0,3",10,6,75,10,"0,05",6,"0,04","0,4",4,1,"0,08",5,"0,02","0,01",28,"0,18","0,03",6,"0,08","0,6",0,39,0,235,"0,17",0,"0,82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,7,11,13,3,3,9,5,11,16,4,14,49,34,13,19,11,"2,6",4,0,"4,7",0,0
2,100004_2,LATTE DI BUFALA,"MILK, BUFFALO",,6001,100,102,426,"4,4","4,4",0,"7,3","7,3",0,19,"5,1",0,"5,1",0,0,82,"0,2",160,52,178,117,"0,2",31,"0,05","1,6",62,15,-2,30,"0,04","0,12",3,"0,1","0,02",6,"0,19",11,"0,4",31,27,23,"0,09","0,03",-3,"4,871","0,679","0,177","0,745","2,118","0,723",-3,-3,"1,893",-3,"0,15","1,659",-3,-3,"0,155","0,074","0,081",0,-3,-3,0,62,214,238,429,329,114,56,190,215,257,134,92,155,363,560,94,427,266,0,0,0,0,0,"5,1"
2,100006_2,"LATTE DI VACCA, INTERO, VITAMINIZZATO","MILK, COW, WHOLE, VITAMINS FORTIFIED",,6001,100,58,244,"3,1","3,1",0,3,3,0,11,5,0,5,0,0,88,"0,03",110,50,136,90,"0,4",12,"0,02","1,6",100,15,-2,30,"0,1","0,15",12,1,"0,06",40,"0,35","1,9","0,2",48,42,36,2,1,-3,"1,758","0,267","0,092","0,308","0,767","0,325",0,0,"0,917","0,058","0,083","0,775",0,0,"0,1","0,058","0,042",0,0,0,0,47,154,180,333,256,76,35,165,133,219,99,87,112,253,724,66,349,191,0,0,0,0,0,5
2,100007_2,"LATTE DI VACCA, PARZIALMENTE SCREMATO, VITAMINIZZATO","MILK, COW, SEMI-SKIMMED, VITAMINS FORTIFIED",,6001,100,45,188,"3,1","3,1",0,"1,5","1,5",0,7,5,0,5,0,0,90,"0,1",110,46,170,90,"0,5",18,"0,03","1,6",100,15,-2,31,"0,1","0,15",15,1,"0,24",80,"0,32",2,"0,4",48,42,36,2,2,14,"0,89","0,01","0,05","0,17","0,45","0,21",0,0,"0,47",0,"0,04","0,43",0,0,"0,08","0,05","0,03",0,0,0,0,47,154,180,333,256,76,35,165,133,219,99,87,112,253,724,66,349,191,0,0,0,0,0,5
2,1600_2,LATTE DI CAPRA,"MILK, GOAT",,6001,100,76,319,"3,9","3,9",0,"4,8","4,8",0,10,"4,7",0,"4,7",0,0,"86,3","0,1",141,40,180,106,"0,6",16,"0,04",1,185,4,-2,30,"0,05","0,11",1,"0,3","0,07",1,"0,51","3,7","0,1",86,86,-2,"0,05","0,17",-3,"3,32","0,84","0,22","0,49","1,34","0,43",0,0,"1,36",0,"0,11","1,25",0,0,"0,16","0,11","0,05",0,0,0,0,48,179,227,344,318,88,50,170,196,263,130,98,129,230,686,55,403,198,0,0,0,0,0,"4,7"
2,1601_2,LATTE DI PECORA,"MILK, SHEEP",,6001,100,103,429,"5,3","5,3",0,"6,9","6,9",0,11,"5,2",0,"5,2",0,0,"82,7","0,1",180,30,182,96,"0,7",18,"0,1","1,7",82,15,-2,30,"0,06","0,25",5,"0,5","0,08",5,"0,45","2,5","0,6",53,53,-2,"0,13","0,21",-3,"4,82","0,3","0,42","0,01","1,58","0,6",0,0,"1,45","0,02",0,"1,28","0,03",0,"0,26","0,13","0,04",0,0,0,"0,09",74,238,300,520,455,137,31,252,249,397,175,148,238,291,903,36,514,436,0,0,0,0,0,"5,2"
2,1602_2,"LATTE DI VACCA, INTERO, PASTORIZZATO","MILK, COW, WHOLE, PASTEURIZED",,6001,100,64,268,"3,3","3,3",0,"3,6","3,6",0,11,"4,9",0,"4,9",0,0,87,"0,1",119,50,150,93,"0,38",12,"0,02","1,6",100,15,-2,30,"0,04","0,18",1,"0,1","0,06",6,"0,35","1,9","0,4",43,40,20,"0,07","0,03","0,6","2,11","0,32","0,11","0,37","0,92","0,39",0,0,"1,1","0,07","0,1","0,93",0,0,"0,12","0,07","0,05",0,0,0,0,50,164,192,355,272,81,37,176,142,233,105,93,119,269,771,70,371,203,0,0,0,0,0,"4,9"
2,1603_2,"LATTE DI VACCA, PARZIALMENTE SCREMATO, PASTORIZZATO","MILK, COW, SEMI-SKIMMED, PASTEURIZED",,6001,100,46,195,"3,5","3,5",0,"1,5","1,5",0,7,5,0,5,0,0,"88,5","0,1",120,46,170,94,"0,37",11,"0,01","1,6",100,15,-2,31,"0,04","0,17",1,"0,1","0,06",6,"0,32",2,"0,4",21,19,10,"0,04","0,01",0,"0,89","0,01","0,05","0,17","0,45","0,21",0,0,"0,47",0,"0,04","0,43",0,0,"0,08","0,05","0,03",0,0,0,0,53,174,204,377,288,86,39,187,151,247,111,99,126,285,818,74,393,215,0,0,0,0,0,5
2,1604_2,"LATTE DI VACCA, SCREMATO, PASTORIZZATO","MILK, COW, SKIMMED, PASTEURIZED",,6001,100,36,153,"3,6","3,6",0,"0,2","0,2",0,2,"5,3",0,"5,3",0,0,"90,5","0,1",125,52,150,97,"0,59",11,-2,1,100,15,-2,31,"0,04","0,17",1,"0,1","0,06",5,"0,32","1,9","0,4",-2,-2,-2,-2,-2,"0,02","0,14","0,02","0,03","0,02","0,05","0,02",0,0,"0,05",0,"0,01","0,04",0,0,"0,01","0,01",-2,0,0,0,0,55,179,209,387,297,88,40,192,155,254,115,101,130,293,841,76,405,221,0,0,0,0,0,"5,3"
2,700428_2,"LATTE DI VACCA, PARZIALMENTE SCREMATO, UHT","MILK, COW, SEMI-SKIMMED, UHT",,6001,100,46,195,"3,2","3,2",0,"1,6","1,6",0,7,"5,1",0,"5,1",0,0,"89,5","0,1",120,42,170,94,"0,37",11,"0,01","1,6",100,15,-2,31,"0,04","0,18",1,"0,1","0,05",2,"0,33","1,8","0,2",21,18,15,"0,04","0,01","0,2","0,949","0,011","0,053","0,181","0,48","0,224",0,0,"0,501",0,"0,043","0,459",0,0,"0,085","0,053","0,032",0,0,0,0,48,159,186,344,264,79,36,171,138,226,102,90,115,261,748,68,360,197,0,0,0,0,0,"5,1"
2,700429_2,"LATTE DI VACCA, SCREMATO, UHT","MILK, COW, SKIMMED, UHT",,6001,100,36,154,"3,7","3,7",0,"0,2","0,2",0,2,"5,2",0,"5,2",0,0,"90,5","0,2",112,49,150,92,"0,4",11,-2,1,100,15,-2,31,"0,04","0,18",-2,"0,1","0,05",1,"0,32","1,7","0,2",-2,-2,-2,-2,-2,"0,02","0,14","0,02","0,03","0,02","0,05","0,02",0,0,"0,05",0,"0,01","0,04",0,0,"0,01","0,01",-2,0,0,0,0,56,184,215,398,305,91,41,197,159,261,118,104,133,302,864,78,416,228,0,0,0,0,0,"5,2"
2,805018_2,"LATTE DI VACCA, INTERO, UHT","MILK, COW, WHOLE, UHT",,6001,100,63,264,"3,3","3,3",0,"3,6","3,6",0,11,"4,7",0,"4,7",0,0,"87,6","0,2",120,47,150,95,"0,3",11,"0,01",1,93,15,-2,30,"0,04","0,19",1,"0,1","0,04",1,"0,32","1,8","0,2",40,36,24,"0,08","0,03","0,6","2,11","0,32","0,11","0,37","0,92","0,39",0,0,"1,1","0,07","0,1","0,93",0,0,"0,12","0,07","0,05",0,0,0,0,50,164,192,355,272,81,37,176,142,233,105,93,119,269,771,70,371,203,0,0,0,0,0,"4,7"
2,1630_2,YOGURT DI LATTE INTERO,"YOGHURT, WHOLE MILK",,6002,100,66,278,"3,8","3,8",0,"3,9","3,9",0,11,"4,3",0,"4,3",0,0,87,"0,1",125,48,170,105,"0,41",12,-2,2,170,63,-2,53,"0,04","0,19",1,"0,11","0,1",18,"0,5","2,6","0,2",34,31,16,"0,08","0,04",-3,"2,07","0,33","0,12","0,36","0,92","0,34",0,0,"0,84",0,"0,01","0,83",0,0,"0,13","0,08","0,05",0,0,0,0,40,140,160,300,260,90,30,170,190,210,110,90,110,260,640,70,300,180,0,0,"1,7",0,0,"2,6"
2,1631_2,YOGURT DI LATTE PARZIALMENTE SCREMATO,"YOGHURT, PARTIALLY SKIMMED MILK",,6002,100,43,182,"3,4","3,4",0,"1,7","1,7",0,8,"3,8",0,"3,8",0,0,89,"0,1",120,45,149,94,"0,6",19,-2,1,150,63,-2,48,"0,04","0,18",1,"0,1","0,09",17,"0,45","2,9","0,2",15,14,7,"0,06","0,01",-3,"0,95","0,14","0,05","0,16","0,45","0,15",0,0,"0,38",0,"0,03","0,35",0,0,"0,05","0,04","0,01",0,0,0,0,36,125,143,268,233,81,27,152,170,188,98,81,98,233,573,63,268,161,0,0,"1,5",0,0,"2,3"
2,1632_2,YOGURT DI LATTE SCREMATO,"YOGHURT, SKIMMED MILK",,6002,100,36,153,"3,3","3,3",0,"0,9","0,9",0,2,4,0,4,0,0,89,"0,1",120,58,185,94,"0,6",18,-2,1,150,63,-2,48,"0,04","0,18",1,"0,1","0,09",17,"0,45","2,9","0,2",13,12,6,-2,"0,01",-3,"0,503","0,074","0,026","0,085","0,238","0,079",0,0,"0,201",0,"0,016","0,185",0,0,"0,026","0,021","0,005",0,0,0,0,35,122,139,261,226,78,26,148,165,182,96,78,96,226,556,61,261,156,0,0,"1,6",0,0,"2,4"
2,1633_2,"YOGURT DI LATTE INTERO, ALLA FRUTTA, ZUCCHERATO","YOGHURT, WHOLE MILK, SWEETENED, with FRUIT",,6002,100,89,373,"2,8","2,8",0,"3,3","3,3",0,7,"12,6",0,"12,6","0,2",0,81,"0,1",111,48,150,87,"0,5",16,-2,1,150,48,-2,23,"0,03","0,16",1,"0,1","0,07",10,"0,3",2,"0,1",33,30,15,"0,05","0,04",-3,"0,707","0,106","0,035","0,13","0,295","0,13",0,0,"0,365","0,012","0,035","0,306",0,0,"0,024","0,012","0,012",0,0,0,0,29,103,118,221,192,66,22,125,140,155,81,66,81,192,472,52,221,133,"1,8","1,4","1,1","5,1",0,"3,2"
2,8027_2,"YOGURT DI LATTE SCREMATO, ALLA FRUTTA, ZUCCHERATO","YOGHURT, SKIMMED MILK, with FRUIT, sweetened",,6002,100,90,384,"4,1","4,1",0,"0,7","0,7",0,4,"17,9",0,"17,9","0,2",0,77,"0,1",150,64,210,120,"0,5",15,-2,1,130,48,-2,38,"0,05","0,21",1,"0,14","0,08",16,"0,33","2,3","0,2",11,10,4,"0,01","0,01",-3,"0,15","0,023","0,008","0,028","0,063","0,028",0,0,"0,078","0,003","0,008","0,065",0,0,"0,005","0,003","0,003",0,0,0,0,43,151,173,324,281,97,32,183,205,227,119,97,119,281,691,76,324,194,"1,5","1,6","1,2","10,2",0,"3,3"
2,8053_2,YOGURT GRECO,"YOGURT, GREEK",,6002,100,115,478,"6,4","6,4",0,"9,1","9,1",0,15,2,0,2,0,0,"78,5","0,3",150,71,150,130,"0,5",12,-2,2,100,63,-2,53,"0,03","0,36",-2,"0,06","0,05",6,"0,5","2,6","0,2",121,115,36,"0,38","0,05",-3,"4,83","0,77","0,28","0,84","2,147","0,793",0,0,"1,96",0,"0,023","1,937",0,0,"0,303","0,187","0,117",0,0,0,0,67,236,269,505,438,152,51,286,320,354,185,152,185,438,1078,118,505,303,"0,1","0,2","1,1","0,1",0,"0,5"
2,8743_2,YOGURT CAPRINO,"YOGHURT, GOATS",,6002,100,60,250,"3,6","3,6",0,"2,9","2,9",0,8,"5,1",0,"5,1",0,0,"87,5","0,1",124,60,251,105,"0,4",14,"0,01",1,130,63,-2,53,"0,03","0,13",0,"0,26","0,06",7,"0,23","0,5",-2,196,196,-2,"0,02","0,24",-3,"1,868","0,405","0,087","0,228","0,638","0,309",-3,-3,"0,777",-3,"0,057","0,684",0,0,"0,104","0,076","0,028",0,0,0,0,44,163,207,314,290,80,46,155,179,240,119,89,118,210,626,50,368,181,0,0,"3,4",0,0,"1,7"
2,9055_2,"YOGURT DI LATTE SCREMATO, ALLA FRUTTA, NON ZUCCHERATO","YOGHURT, SKIMMED MILK, with FRUIT, unsweetened",,6002,100,47,198,4,4,0,"0,1","0,1",0,2,"7,8",0,"7,8","0,2",0,"88,3","0,1",120,45,185,94,"0,5",15,-2,1,130,48,-2,38,"0,04","0,18",1,21,"0,08",16,"0,33","2,3","0,2",11,10,4,-2,"0,01",-3,"0,056","0,008","0,003","0,009","0,026","0,009",0,0,"0,022",0,"0,002","0,021",0,0,"0,003","0,002","0,001",0,0,0,0,42,147,168,316,274,95,32,179,200,221,116,95,116,274,674,74,316,189,"0,8","3,5",1,"0,1",0,"2,4"
2,9056_2,"YOGURT DI LATTE INTERO, ZUCCHERATO","YOGHURT, WHOLE MILK, SWEETENED",,6002,100,99,417,"4,6","4,6",0,"3,5","3,5",0,11,"13,1",0,"13,1",0,0,"78,8","0,1",150,48,170,120,"0,41",12,-2,2,170,63,-2,53,"0,04","0,19",1,"0,11","0,1",18,"0,5","2,6","0,2",34,31,16,"0,08","0,04",-3,"1,858","0,296","0,108","0,323","0,826","0,305",0,0,"0,754",0,"0,009","0,745",0,0,"0,117","0,072","0,045",0,0,0,0,48,169,194,363,315,109,36,206,230,254,133,109,133,315,775,85,363,218,"1,8","1,5","1,2","5,3",0,"3,3"
2,1605_2,"LATTE DI VACCA, CONDENSATO, CON ZUCCHERO","MILK, COW, WHOLE, CONDENSED, SWEETENED",,6003,100,328,1385,"8,7","8,7",0,9,9,0,34,"56,5",0,"56,5",0,0,"26,5","0,2",293,130,390,235,1,29,-2,3,230,74,-2,81,"0,09","0,43",3,"0,2","0,07",15,"0,85","3,9","0,7",108,98,62,"0,17","4,81","0,6","4,79","0,7","0,27","0,85","1,97","0,85",0,0,"2,55","0,11","0,2","2,1",0,0,"0,23","0,11","0,12",0,0,0,0,132,432,506,936,717,214,98,464,374,614,277,245,314,709,2033,185,978,535,0,0,0,44,0,"12,5"
2,1611_2,LATTE CONCENTRATO,"MILK, CONCENTRATED",,6003,100,150,627,"8,4","8,4",0,"9,4","9,4",0,34,"8,5",0,"8,5",0,0,"69,1","0,3",290,180,360,260,"0,9",29,"0,02",3,250,11,-2,84,"0,07","0,42",1,"0,23","0,07",11,"0,75",4,"0,1",122,105,100,"0,19","0,09",-3,"5,509","0,836","0,287","0,966","2,402","1,018",0,0,"2,872","0,183","0,261","2,428",0,0,"0,313","0,183","0,131",0,0,0,0,127,417,489,904,692,206,94,448,361,593,267,237,303,685,1963,178,944,517,0,0,0,0,0,"8,5"
