Simbolo,Codice Alimento,Nome Alimento ITA,Nome Alimento ENG,Nome Scientifico,Categoria Merceologica,parte edibile,"Energia, Ric con fibra (kcal)","Energia, Ric con fibra (kJ)",Proteine totali,Proteine animali,Proteine vegetali,Lipidi totali,Lipidi animali,Lipidi vegetali,Colesterolo,Carboidrati disponibili (MSE),Amido (MSE),Carboidrati solubili (MSE),Fibra alimentare totale,Alcol,Acqua,Ferro,Calcio,Sodio,Potassio,Fosforo,Zinco,Magnesio,Rame,Selenio,Cloro,Iodio,Manganese,Zolfo,"Vitamina B1, Tiamina","Vitamina B2, Riboflavina",Vitamina C,Niacina,Vitamina B6,Folati totali,Acido pantotenico,Biotina,Vitamina B12,Retinolo equivalenti (RE),Retinolo,ß-carotene equivalenti,Vitamina E (ATE),Vitamina D,Vitamina K,Acidi grassi saturi totali,"Somma degli acidi butirrico (C4:0), caproico (C6:0), caprilico (C8:0) e caprico (C10:0)",Acido laurico (C12:0),Acido miristico (C14:0),Acido palmitico (C16:0),Acido stearico (C18:0),Acido arachidico (C20:0),Acido beenico (C22:0),Acidi grassi monoinsaturi totali,Acido miristoleico (C14:1),Acido palmitoleico (C16:1ω-7),Acido oleico (C18:1ω-9cis),Acidi eicosenoico (C20:1ω-9),Acido erucico (C22:1ω-9),Acidi grassi polinsaturi totali,Acido linoleico (C18:2ω-6),Acido linolenico (C18:3ω-3),Acido arachidonico (C20:4ω-6),Acido eicosapentaenoico (EPA) (C20:5ω-3),Acido docosaesaenoico (DHA) (C22:6ω-3),Altri acidi grassi polinsaturi,Triptofano,Treonina,Isoleucina,Leucina,Lisina,Metionina,Cistina,Fenilalanina,Tirosina,Valina,Arginina,Istidina,Alanina,Acido aspartico,Acido glutammico,Glicina,Prolina,Serina,Glucosio,Fruttosio,Galattosio,Saccarosio (MSE),Maltosio (MSE),Lattosio (MSE)
4,9096_2,RICCIARELLI,"PASTRIES, RICCIARELLI (italian almond pastries)",,15007,100,465,1946,"10,6",1,"9,5",24,0,24,0,"52,1","0,5","51,7","5,5",0,"9,8","1,5",105,64,353,240,"1,16",117,"0,46","0,9",84,1,"0,74",86,"0,09","0,19",0,"1,25","0,06",17,"0,21","28,4",0,-2,0,2,"11,29",0,0,"1,99",0,0,"0,02","1,51","0,41","0,05",0,"17,12",0,"0,16","16,95",0,0,"4,71","4,57","0,13",0,0,0,0,187,293,420,711,279,124,155,521,311,521,1000,303,459,1165,2460,583,499,521,0,0,0,"51,7",0,0
4,9097_2,CANTUCCI,"PASTRIES, CANTUCCI (italian almond semi-sweet biscuits)",,15007,100,449,1887,"11,9","1,2","10,7","18,2","3,1","15,1",69,"60,9","28,7","32,2","4,6",0,5,"1,5",79,100,278,244,"0,88",123,"0,32",2,209,9,"0,75",113,"0,15","0,14",0,"1,26","0,12",18,"0,43","20,6","0,4",42,40,13,"7,35","0,27","0,48","2,71","0,15","0,05","0,18","1,68","0,62","0,03",0,"11,39","0,02","0,17","11,2",0,0,"3,32","3,16","0,12","0,03",0,0,0,175,353,478,840,329,167,222,596,375,578,838,306,458,957,3310,549,920,604,"0,4","0,5",0,"31,2","0,1",0
4,9098_2,AMARETTO,"PASTRIES, AMARETTO (italian almond pastries)",,15007,100,436,1840,"7,1","2,4","4,7","11,8",0,"11,8",0,"78,8","0,2","78,6","2,7",0,"2,9","0,9",53,44,198,120,"0,67",60,"0,29",1,42,1,"0,36",80,"0,05","0,13",0,"0,63","0,03",10,"0,14","15,2",0,0,0,1,"5,53",0,0,"0,98",0,0,"0,01","0,74","0,2","0,02",0,"8,4",0,"0,08","8,31",0,0,"2,31","2,24","0,06",0,0,0,0,122,233,308,502,266,136,132,367,232,386,598,191,342,760,1143,352,319,381,0,0,0,"78,6",0,0
4,9099_2,AMARETTO MORBIDO,"PASTRIES, AMARETTO SOFT type (italian almond pastries)",,15007,100,465,1947,11,"1,9","9,1","22,9",0,"22,9",0,"54,4","0,4",54,"5,3",0,"8,5","1,4",101,38,348,231,"1,14",113,"0,45","1,1",37,1,"0,71",99,"0,08","0,2",0,"1,2","0,06",17,"0,22","27,8",0,0,0,2,"10,79",0,0,"1,9",0,0,"0,02","1,44","0,39","0,05",0,"16,36",0,"0,16","16,21",0,0,"4,5","4,37","0,12",0,0,0,0,193,322,450,752,327,154,175,550,335,560,1006,310,494,1203,2463,589,512,557,0,0,0,54,0,0
4,19048_2,MERENDINE AL CIOCCOLATO,"MINI CAKES, WITH CHOCOLATE, packaged",,15008,100,389,1633,"6,5","2,2","4,3","17,7","0,9","16,8",29,"52,5","20,9","31,6","3,4",0,"18,2","1,3",61,148,143,148,"0,42",49,"0,16","1,6",222,7,"0,44",67,"0,04","0,07",0,"0,37","0,08",11,"0,28",6,"0,2",17,16,6,"3,47","0,13","14,31","7,42","0,33","0,83","0,47","4,8","0,9","0,06","0,01","6,44","0,01","0,05","6,31","0,02","0,01","3,23","2,99","0,21","0,01",0,0,"0,02",84,229,266,486,265,131,153,309,220,321,302,141,238,411,1794,211,606,349,0,0,0,"30,6","0,1","0,9"
4,2015_2,MERENDINE ALLA MARMELLATA,"MINI CAKES, WITH JAM, packaged",,15008,100,370,1558,"6,2","1,9","4,3","12,7","0,9","11,8",32,"60,4","25,2","35,2","2,1",0,"19,7","0,8",34,176,86,121,"0,23",38,"0,06","1,2",264,7,"0,23",58,"0,04","0,05",1,"0,52","0,06",9,"0,22","2,4","0,2",19,18,7,"2,51","0,15","15,39","6,37","0,75","0,93","0,46",4,"0,56","0,05",0,"3,51","0,02","0,05","3,44","0,01",0,"2,46","2,24","0,21","0,02",0,0,0,77,221,263,466,239,126,156,305,218,308,266,139,235,399,1837,210,621,344,"5,8","3,2",0,"24,2","1,7","0,4"
4,8087_2,MUFFIN AL CIOCCOLATO,"MUFFIN, WITH CHOCOLATE",,15008,100,438,1833,"5,5","1,8","3,7","25,4","1,6","23,8",45,"49,5","18,4","30,9",1,0,"18,6","3,02",70,396,248,198,"1,3",34,"0,31",5,317,15,"0,33",50,"0,03","0,11",0,"0,7","0,01",9,"0,48","2,2","0,4",9,9,0,"3,34",-2,"39,2","9,13","0,08","0,03","0,17","4,77","4,02",-2,-2,"10,16",-2,"0,09","10,06","0,01",0,"4,64","4,33","0,27","0,03",0,"0,01",0,71,210,249,422,278,120,102,275,204,294,263,125,228,405,1221,186,427,312,"0,6","0,1",-2,"28,3","0,4","1,5"
4,888038_2,MUFFIN AI MIRTILLI,"MUFFIN, WITH BLUEBERRY",,15008,100,360,1511,"4,5","1,6","2,9","16,1","1,3","14,8",30,"51,9","16,3","31,5","1,1",0,"24,9","1,3",44,250,121,146,"0,37",10,"0,06","8,2",200,9,"0,45",31,"0,17","0,16",1,"1,42","0,04",12,"0,47","2,2","0,2",21,21,2,"1,63","0,1","39,2","2,84",-2,-2,-2,"1,87","0,84","0,05","0,05","4,82",0,"0,05","4,67","0,1","0,01","8,1","6,98","1,07","0,03",0,"0,01","0,01",66,181,224,421,199,115,112,277,184,257,243,128,211,319,1527,189,535,299,"1,1","0,8",-2,"27,6",1,1
4,888039_2,"BOMBOLONE o KRAPFEN, CON CREMA (RICETTA)","KRAPFEN, CUSTARD FILLING (recipe)",,15008,100,411,1724,"5,5","1,4","4,1","21,2",2,"19,2",30,"52,5","25,5",27,"0,8",0,"20,3","0,6",46,297,79,161,"0,32",48,"0,07","1,6",315,8,"0,26",65,"0,05","0,06",0,"0,36","0,08",12,"0,3","2,8","0,3",28,27,11,"1,18","0,16","21,72","10,69","0,65","1,54","0,81","6,66","0,97","0,07",0,"5,87","0,03","0,08","5,74","0,01",0,"4,05","3,67","0,35","0,02",0,0,"0,01",65,185,227,409,197,101,130,262,187,263,214,121,183,284,1737,175,592,294,0,0,0,"25,8","0,1","1,1"
4,900085_2,"CORNETTO o BRIOCHE o CROISSANT, CON MARMELLATA","CROISSANT, JAM FILLING",,15008,100,336,1412,"5,6","0,7","4,8","13,5",7,"6,5",57,"50,1","28,4","21,7",2,0,"28,5","1,6",37,263,97,72,"0,39",33,"0,07","7,6",375,14,"0,31",78,"0,1","0,1",1,"1,26","0,06",27,"0,34","5,3","0,2",46,43,15,"1,19","0,22","5,06","7,32","0,9","0,48","1,02","3,48","1,28","0,01",0,"3,66","0,04","0,23","3,29",0,0,"1,15","0,95","0,19","0,01",0,0,0,64,179,221,412,164,101,126,279,178,256,211,120,208,351,1747,200,558,292,"7,1","3,9",0,"8,3","2,3","0,2"
4,900094_2,"CORNETTO o BRIOCHE o CROISSANT, CON CREMA","CROISSANT, CUSTARD FILLING",,15008,100,325,1366,"6,9","1,8",5,"15,4","8,9","6,5",77,"41,7","29,8","11,9","1,4",0,"35,4","1,4",60,270,100,111,"0,6",38,"0,08","8,2",403,18,"0,29",91,"0,11","0,15",0,"1,05","0,08",31,"0,51","6,7","0,4",71,66,24,"1,3","0,33","4,95","8,22",1,"0,52","1,13","3,93","1,5","0,01",0,"4,22","0,06","0,28","3,78",0,0,"1,33","1,09","0,21","0,03",0,0,0,81,236,289,532,249,134,147,344,226,337,260,151,249,393,2035,226,687,370,"0,1","0,1",0,10,"0,2","1,4"
4,9104_2,"CORNETTO o BRIOCHE o CROISSANT, CON CIOCCOLATO","CROISSANT, CHOCOLATE FILLING",,15008,100,430,1802,"7,5","1,7","5,8","23,2",7,"16,2",58,"49,9","28,4","21,5","2,2",0,18,"2,2",74,274,178,119,"0,66",51,"0,21","8,2",390,14,"0,6",96,"0,1","0,13",0,"1,13","0,09",32,"0,45","10,1","0,2",46,43,15,"2,68","0,22","5,36","10,07","0,9","0,52","1,12","5,41","1,88","0,05","0,01","8,61","0,04","0,25","8,15","0,02","0,01","2,74","2,46","0,23","0,01",0,0,"0,04",93,245,290,554,258,139,160,360,234,349,327,156,270,466,2135,252,687,384,"0,1","0,1",0,"20,1","0,2",1
4,9105_2,MERENDINE AL LATTE,"MINI CAKES, MILK FILLING, packaged",,15008,100,371,1557,"6,8",3,"3,8","16,9","2,8","14,1",35,"49,9","25,9",24,"2,2",0,"19,5","0,5",95,164,154,187,"0,4",52,"0,05",2,246,23,"0,25",81,"0,05","0,13",1,"0,4","0,08",11,"0,36",3,"0,3",40,36,20,"2,72","1,33","16,31","8,53","0,59","1,16","0,73","5,14","0,82","0,05",0,"4,65","0,04","0,09","4,48","0,01",0,"2,97","2,68","0,27","0,01",0,0,0,85,255,308,556,318,140,146,335,245,362,255,159,236,405,1994,201,726,376,0,0,0,"21,3","0,1","2,6"
4,9106_2,"MERENDINE TIPO PASTA FROLLA, ALLA MARMELLATA","MINI CAKES, TART type, WITH JAM, packaged",,15008,100,396,1670,"5,6","1,1","4,5","13,8","1,8","11,9",89,"65,6","32,5","33,1","1,8",0,"11,7","1,1",20,140,84,73,"0,22",51,"0,07","1,6",210,12,"0,32",68,"0,05","0,04",1,"0,63","0,09",13,"0,35","4,1","0,5",34,33,11,"2,55","0,33","14,53","6,65","0,35","0,93","0,44","4,21","0,69","0,04",0,"3,78","0,01","0,06","3,71","0,01",0,"2,7","2,44","0,22","0,05",0,0,0,65,187,224,400,190,95,139,259,191,255,241,123,199,332,1781,190,578,305,"5,4","2,9",0,"23,3","1,7",0
4,9107_2,"MERENDINE TIPO PASTA FROLLA, AL CIOCCOLATO","MINI CAKES, TART type, WITH CHOCOLATE, packaged",,15008,100,471,1976,"6,8","1,7","5,1","23,5",2,"21,5",87,"60,6","33,1","27,5","2,6",0,"5,3","1,6",51,136,150,111,"0,44",65,"0,19",2,204,12,"0,56",81,"0,05","0,06",0,"0,5","0,11",16,"0,43","8,1","0,4",33,32,11,"3,72","0,32","14,37","9,65","0,38","1,05","0,57","6,27","1,27","0,07","0,01","8,48","0,01","0,08","8,31","0,02","0,01","4,33","3,99","0,26","0,04",0,0,"0,04",85,231,267,493,256,120,159,310,226,317,323,145,239,407,1998,222,652,363,0,0,0,"26,9","0,1","0,5"
4,9108_2,"MERENDINE TIPO BRIOCHE, AL CIOCCOLATO","MINI CAKES, BRIOCHE type, CHOCOLATE FILLING, packaged",,15008,100,397,1666,"6,8","2,2","4,6","20,3","0,9","19,4",38,"48,9","29,9",19,"2,1",0,"21,7","1,3",57,176,149,150,"0,42",57,"0,16","1,9",264,8,"0,49",78,"0,04","0,07",0,"0,44","0,1",13,"0,32","6,6","0,3",19,18,7,"3,72","0,18","15,46","8,59","0,37","0,99","0,54","5,57","1,03","0,07","0,01","7,27","0,02","0,06","7,14","0,02","0,01","3,76","3,46","0,25","0,02",0,0,"0,03",88,236,272,499,268,136,162,319,228,330,320,144,249,429,1896,223,619,362,0,0,0,"18,3","0,1","0,7"
4,9109_2,"MERENDINE TIPO BRIOCHE, ALLA MARMELLATA","MINI CAKES, BRIOCHE type, JAM FILLING, packaged",,15008,100,382,1606,"6,4","1,7","4,7","17,3","1,2","16,1",42,"52,7","30,7",22,"1,7",0,"21,7","0,9",30,164,95,126,"0,23",48,"0,05","1,5",246,9,"0,29",72,"0,05","0,06",1,"0,61","0,08",10,"0,27","3,1","0,3",22,20,8,"2,83","0,2","17,06","8,62","0,48","1,26","0,61","5,44","0,77","0,05",0,"4,76","0,02","0,05","4,67","0,01",0,"3,38","3,08","0,28","0,02",0,0,0,77,222,264,466,232,128,163,309,221,308,275,140,241,409,1926,219,625,349,5,"2,7",0,"12,5","1,8","0,2"
4,9110_2,"MERENDINE TIPO BRIOCHE, ALLA CREMA","MINI CAKES, BRIOCHE type, CUSTARD FILLING, packaged",,15008,100,397,1663,"7,1","2,6","4,5","19,8","3,1","16,7",66,"49,9","28,1","21,8","1,4",0,"21,8","0,8",56,208,106,175,"0,46",57,"0,07","2,3",312,14,"0,3",90,"0,06","0,1",0,"0,46","0,11",15,"0,45","4,7","0,5",47,44,18,"3,17","0,33","18,4","9,83","0,6","1,34","0,74","6,07","1,02","0,06",0,"5,49","0,04","0,1","5,33","0,01",0,"3,69","3,33","0,31","0,04",0,0,"0,01",88,258,308,543,295,149,171,346,249,362,300,159,263,417,2052,227,700,396,0,0,0,"20,2","0,1","1,5"
4,8047_2,"BARRETTA AL COCCO, RICOPERTA DI CIOCCOLATO","COCONUT BAR, COVERED WITH CHOCOLATE",,15009,100,449,1881,"3,9","1,9",2,"23,8",2,"21,8",6,"56,9","3,9",53,3,0,"7,8","1,8",79,200,331,103,"0,8",47,"0,3",1,155,11,"0,6",14,"0,04","0,18",0,"0,47","0,21",25,"0,27",1,"0,2",10,8,11,"0,18","0,3","1,87","17,58","2,07","5,8","2,13","3,88","3,38","0,21","0,02","4,32","0,03","0,11","4,16","0,01",0,"0,6","0,55","0,04",0,0,0,"0,01",44,128,184,334,281,84,37,187,124,251,270,93,146,330,751,123,304,211,"3,3",0,0,"42,5","3,4","3,8"
4,8078_2,"BISCOTTO RICOPERTO DI CIOCCOLATO, CON CARAMELLO","BISCUIT AND CARAMEL, COVERED WITH CHOCOLATE",,15009,100,484,2029,"4,9","1,7","3,2","24,8","1,7","23,1",7,"63,7","15,5","48,2","1,1",0,"4,2","0,81",106,198,186,105,"1,06",27,"0,19","4,3",310,16,"0,27",44,"0,16","0,21","0,6","1,11","0,03",26,"0,27",2,"0,3",20,20,0,"0,74",0,"5,6",19,"1,36","6,59","2,47","3,8","4,59","0,08","0,01","2,99","0,04","0,08","2,86",0,0,"0,63","0,59","0,03",0,0,0,"0,01",52,143,211,389,271,92,76,231,156,263,168,110,149,289,1351,139,526,254,"4,8",-2,-2,"33,5","3,7","6,2"
4,8079_2,"BARRETTA DI CIOCCOLATO, CON RIPIENO E CARAMELLO","CHOCOLATE BAR, WITH FILLING AND CARAMEL",,15009,100,407,1713,"4,1",3,"1,1","15,3","2,1","13,2",10,"66,6","3,3","63,3","1,5",0,"7,1","1,7",118,174,269,125,"0,6",35,"0,18",1,346,"10,5","0,22",17,"0,17","0,2",0,"0,4","0,03",5,"0,54",2,-2,36,33,15,2,"0,1","4,8","7,61","0,22","0,08","0,26","3,26","3,55","0,11","0,02","4,91","0,02","0,07","4,77","0,02",0,"2,05","1,97","0,05","0,01",0,0,"0,02",48,142,206,376,344,89,28,199,143,271,140,99,137,329,783,99,388,223,"7,8","0,3",0,"38,7","7,8","8,7"
4,8080_2,"BARRETTA DI CIOCCOLATO, CON RIPIENO, CARAMELLO E ARACHIDI","CHOCOLATE BAR, WITH FILLING, CARAMEL AND PEANUTS",,15009,100,485,2027,"7,5","2,3","5,2","28,2","2,4","25,8",5,"52,1","6,1","46,1","2,8",0,"5,4","1,9",101,187,388,210,"1,4",80,"0,35",6,385,5,"0,6",88,"0,12","0,16",0,"2,1","0,04",11,"0,69",2,-2,11,10,7,"4,28",0,"1,9","11,06","0,29","0,1","0,34","5,13","4,75","0,27","0,02","10,57","0,02","0,09","10,3","0,13",0,"4,5","4,33","0,15",0,0,0,"0,02",85,244,327,617,448,122,80,398,316,425,669,196,271,823,1528,357,537,393,"4,8","0,1",0,31,"4,4","5,8"
4,8771_2,"BISCOTTI WAFER, RICOPERTO DI CIOCCOLATO","WAFER BAR, COVERED WITH CHOCOLATE",,15009,100,526,2196,"8,5","3,9","4,6",32,"2,6","29,4",5,"52,9","12,1","40,8","2,7",0,"1,3","3,3",155,108,292,148,"0,82",41,"0,23","3,2",162,39,"0,43",50,"0,06","0,25",0,"1,21","0,13",36,"0,55","3,2",1,12,12,4,"2,28",0,"3,86","17,26","0,39","0,38","0,53","9,48","6,03","0,2","0,05","10,91","0,03","0,11","10,67","0,04",0,"2,43","2,28","0,11",0,0,0,"0,04",100,255,369,693,549,169,96,412,271,487,343,193,287,608,1950,252,814,443,0,0,0,"36,4","0,2","4,2"
4,9094_2,"BISCOTTI WAFER, RICOPERTI DI CIOCCOLATO CON RIPIENO E NOCCIOLE","WAFER BAR, WITH FILLING AND HAZELNUTS, COVERED WITH CHOCOLATE",,15009,100,571,2380,8,"2,3","5,7","38,3","1,9","36,4",4,"50,2","8,6","41,6",3,0,"1,3","1,9",131,100,264,161,"0,81",67,"0,38","1,8",150,22,"1,09",57,"0,15","0,17",1,"0,89","0,21",18,"0,59",15,"0,7",14,8,35,"8,66",0,"5,77","14,97","0,24","0,1","0,5","9,44","4,36","0,18","0,02","16,47","0,02","0,14","16,25","0,03",0,"3,21","2,66","0,52",0,0,0,"0,03",81,265,345,633,422,146,120,381,253,443,603,182,282,677,1942,261,653,400,0,0,0,38,0,"3,5"
2,3007_2,ARANCIATA IN LATTINA,"CARBONATED DRINK, ORANGE FLAVOR",,16001,100,38,162,"0,1",0,"0,1",0,0,0,0,10,0,10,0,0,86,"0,3",11,-2,18,5,"0,2",7,"0,02",-2,3,-2,-2,"2,6",-2,-2,1,-2,-2,1,-2,-2,0,16,0,94,-2,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,1",2,0,"5,7","0,1",0
2,3008_2,BEVANDA A BASE DI COLA,"CARBONATED DRINK, COLA",,16001,100,39,168,-2,0,-2,0,0,0,0,"10,5",0,"10,5",0,0,89,-2,5,8,1,15,-2,1,-2,-2,-2,-2,-2,"2,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,4","3,3",0,"3,8",0,0
2,3015_2,SODA DOLCE,"CARBONATED DRINK, SWEET SODA",,16001,100,22,93,-2,0,-2,0,0,0,0,"5,8",0,"5,8",0,0,"93,8",-2,5,7,15,-2,-2,1,-2,-2,2,-2,-2,"2,6",-2,-2,-2,-2,-2,-2,-2,-2,0,-2,0,-2,-2,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,5","1,4",0,"2,8","0,1",0
2,666009_2,BEVANDE GASSATE DIETETICHE,"CARBONATED DRINK, LIGHT",,16001,100,4,16,-2,0,-2,0,0,0,0,"0,9",0,"0,9","0,2",0,"93,8",-2,5,-2,15,-2,-2,1,-2,-2,2,-2,-2,"2,6",-2,-2,-2,-2,-2,-2,-2,-2,0,-2,0,-2,-2,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,2","0,2",0,"0,4",-2,0
2,777021_2,ACQUA TONICA,"CARBONATED DRINK, TONIC WATER",,16001,100,33,141,0,0,0,0,0,0,0,"8,8",0,"8,8",0,0,"91,1",-2,1,4,0,0,-2,0,-2,-2,-2,-2,-2,"2,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,2","2,1",0,"4,3","0,2",0
2,8061_2,BITTER,BITTER,,16001,100,33,141,0,0,0,0,0,0,0,"8,8",0,"8,8",0,0,"91,1",-2,1,4,0,0,-2,0,-2,-2,-2,-2,-2,"2,6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,2","2,1",0,"4,3","0,2",0
2,100235_2,CHAMPAGNE,CHAMPAGNE,,17001,100,76,315,"0,3",0,"0,3",0,0,0,0,"1,4",0,"1,4",0,"9,9","86,8","0,5",3,4,57,7,-2,6,"0,01",-2,7,-2,-2,57,-2,"0,01",0,"0,1","0,02",-2,"0,03",1,-2,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"0,6","0,8",0,-2,0,0
2,100243_2,SPUMANTI AROMATICI,"SPARKLING WINE, SWEET",,17001,100,82,343,"0,2",0,"0,2",0,0,0,0,"5,1",0,"5,1",0,"8,9","85,8","0,6",14,13,110,13,-2,11,"0,05",-2,7,-2,"0,1",58,-2,"0,01",0,"0,1","0,01",-2,"0,03",1,-2,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"2,3","2,8",0,-2,0,0
2,100244_2,SPUMANTI DEMI-SEC,"SPARKLING WINE, DEMI-SEC",,17001,100,71,297,"0,1",0,"0,1",0,0,0,0,"2,5",0,"2,5",0,"8,8","88,6","0,5",9,5,58,9,-2,7,"0,01",-2,7,-2,"0,04",57,-2,"0,01",0,"0,1","0,02",-2,"0,04",1,-2,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"1,1","1,4",0,-2,0,0
2,100245_2,SPUMANTI SECCHI,"SPARKLING WINE, DRY",,17001,100,65,268,"0,1",0,"0,1",0,0,0,0,"0,7",0,"0,7",0,"8,8","90,4","0,5",9,4,61,6,-2,8,"0,01",-2,10,-2,"0,1",57,-2,"0,01",0,"0,1","0,02",-2,"0,03",1,-2,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"0,3","0,4",0,0,0,0
2,4009_2,VINO BIANCO (13 %vol),"WINE, WHITE (13 %vol)",,17001,100,71,296,"0,1",0,"0,1",0,0,0,0,"0,1",0,"0,1",0,"10,1","89,7",1,9,4,61,74,-2,8,"0,01",-2,10,-2,"0,1",57,"0,01","0,05",0,-2,"0,02",-2,"0,03",1,-2,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0
2,4010_2,"VINO ROSSO (13,5 %vol)","WINE, RED (13,5 %vol)",,17001,100,76,315,"0,1",0,"0,1",0,0,0,0,"0,2",0,"0,2",0,"10,7",89,"0,9",7,7,110,13,"0,1",11,"0,06",-2,11,2,"0,1",35,-2,"0,02",0,"0,1","0,03",1,"0,04",2,-2,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0
2,8791_2,SPUMANTE ALTA GRADAZIONE,"SPARKLING WINE, HIGH ALCOHOL CONTENT",,17001,100,87,359,-2,0,-2,0,0,0,0,"0,6",0,"0,6",0,"12,04","86,86","0,3",9,28,56,6,-2,8,"0,01",-2,10,-2,"0,1",57,0,0,0,0,"0,02",-2,"0,03",1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"0,3","0,3",0,0,0,0
2,9700_2,"VINO BIANCO COMUNE DA TAVOLA (11,5 %vol)","WINE, WHITE, common (11.5 %vol)",,17001,100,64,267,"0,1",0,"0,1",0,0,0,0,"0,1",0,"0,1",0,"9,1","91,3",1,9,4,61,74,-2,8,"0,01",-2,10,-2,"0,1",57,"0,01","0,05",0,-2,"0,02",-2,"0,03",1,-2,-2,0,-2,0,0,"0,4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0
2,9701_2,VINO ROSSO COMUNE DA TAVOLA (12 %vol),"WINE, RED, common (12 %vol)",,17001,100,68,280,"0,1",0,"0,1",0,0,0,0,"0,2",0,"0,2",0,"9,5","90,9","0,9",7,7,110,13,"0,1",11,"0,06",-2,11,2,"0,1",35,-2,"0,02",0,"0,1","0,03",1,"0,04",2,-2,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,0,0
2,9702_2,VINO ROSATO (12 %vol),"WINE, ROSE'   (12 %vol)",,17001,100,76,317,"0,1",0,"0,1",0,0,0,0,"2,5",0,"2,5",0,"9,5","87,3",1,12,4,75,6,-2,7,"0,02",-2,7,2,"0,1",35,-2,"0,01",0,"0,1","0,02",-2,"0,04",2,-2,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"0,8","1,7",0,0,0,0
2,999905_2,VINO ROSATO (11 %vol),"WINE, ROSE'   (11 %vol)",,17001,100,71,294,"0,1",0,"0,1",0,0,0,0,"2,5",0,"2,5",0,"8,7","87,3",1,12,4,75,6,-2,7,"0,02",-2,7,2,"0,1",35,-2,"0,01",0,"0,1","0,02",-2,"0,04",2,-2,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"0,8","1,7",0,0,0,0
